speech,noise,noise_start,noise_end,SNR,RT60,speech_RIR,noise_RIR,spk_id
dev/aac/id03817/ZK3Hro-_PLQ/00091,fma_small/099/099096,0,99200,16,0.3663404593747262,dev/aac/id03817/ZK3Hro-_PLQ/00091_speechRIR,dev/aac/id03817/ZK3Hro-_PLQ/00091_noiseRIR,VOXCELEB2id03817
dev/aac/id01827/ubp3zSdaxEg/00421,fma_small/113/113024,199684,283652,10,0.6318074702310543,dev/aac/id01827/ubp3zSdaxEg/00421_speechRIR,dev/aac/id01827/ubp3zSdaxEg/00421_noiseRIR,VOXCELEB2id01827
dev/aac/id08518/jkTTJE3yGws/00266,freesound/workshop/62282__robinhood76__00517-alchemist-laboratory-arrangement_L_01_part_16kHz_mono,2083200,2182400,17,0.36064670308069763,dev/aac/id08518/jkTTJE3yGws/00266_speechRIR,dev/aac/id08518/jkTTJE3yGws/00266_noiseRIR,VOXCELEB2id08518
dev/aac/id01827/aiz79qqoQNM/00209,musan/noise/free-sound/noise-free-sound-0466,99200,198400,7,0.580147715481786,dev/aac/id01827/aiz79qqoQNM/00209_speechRIR,dev/aac/id01827/aiz79qqoQNM/00209_noiseRIR,VOXCELEB2id01827
dev/aac/id08518/4Bpez-v16U4/00032,fma_small/035/035537,0,99200,4,0.6305420772337151,dev/aac/id08518/4Bpez-v16U4/00032_speechRIR,dev/aac/id08518/4Bpez-v16U4/00032_noiseRIR,VOXCELEB2id08518
dev/aac/id01729/3IvHwQwVVTo/00051,fma_small/003/003721,99200,198400,12,0.6455520043733283,dev/aac/id01729/3IvHwQwVVTo/00051_speechRIR,dev/aac/id01729/3IvHwQwVVTo/00051_noiseRIR,VOXCELEB2id01729
dev/aac/id02267/6q0p4QqsPDI/00061,fma_small/033/033072,200117,286133,9,0.6688644997212008,dev/aac/id02267/6q0p4QqsPDI/00061_speechRIR,dev/aac/id02267/6q0p4QqsPDI/00061_noiseRIR,VOXCELEB2id02267
dev/aac/id03088/7ouzpHDYP2M/00092,fma_small/083/083954,198400,297600,15,0.31849184998252195,dev/aac/id03088/7ouzpHDYP2M/00092_speechRIR,dev/aac/id03088/7ouzpHDYP2M/00092_noiseRIR,VOXCELEB2id03088
dev/aac/id06829/7t23lj2JOYc/00017,fma_small/127/127296,204186,272794,10,0.5156897064853196,dev/aac/id06829/7t23lj2JOYc/00017_speechRIR,dev/aac/id06829/7t23lj2JOYc/00017_noiseRIR,VOXCELEB2id06829
dev/aac/id00385/SJMQ1EDS3Eg/00219,fma_small/012/012064,396800,496000,11,0.5446196727274527,dev/aac/id00385/SJMQ1EDS3Eg/00219_speechRIR,dev/aac/id00385/SJMQ1EDS3Eg/00219_noiseRIR,VOXCELEB2id00385
dev/aac/id02499/9ZrW8QyUmBE/00037,musan/noise/free-sound/noise-free-sound-0326,103288,187256,15,0.5323799496353869,dev/aac/id02499/9ZrW8QyUmBE/00037_speechRIR,dev/aac/id02499/9ZrW8QyUmBE/00037_noiseRIR,VOXCELEB2id02499
dev/aac/id01045/qIoY_yuD13k/00229,fma_small/047/047202,207966,283742,8,0.4384955420395247,dev/aac/id01045/qIoY_yuD13k/00229_speechRIR,dev/aac/id01045/qIoY_yuD13k/00229_noiseRIR,VOXCELEB2id01045
dev/aac/id03088/ZikNJg38bH4/00306,musan/noise/free-sound/noise-free-sound-0671,11928,95896,7,0.7999576819927834,dev/aac/id03088/ZikNJg38bH4/00306_speechRIR,dev/aac/id03088/ZikNJg38bH4/00306_noiseRIR,VOXCELEB2id03088
dev/aac/id04198/D_WJ3JDDXsg/00084,fma_small/126/126417,310286,389134,15,0.744688986312142,dev/aac/id04198/D_WJ3JDDXsg/00084_speechRIR,dev/aac/id04198/D_WJ3JDDXsg/00084_noiseRIR,VOXCELEB2id04198
dev/aac/id04151/g5S6jAQZzIw/00345,fma_small/043/043796,201198,282094,9,0.4587945550740634,dev/aac/id04151/g5S6jAQZzIw/00345_speechRIR,dev/aac/id04151/g5S6jAQZzIw/00345_noiseRIR,VOXCELEB2id04151
dev/aac/id04509/Bqj2fZ8KVu0/00038,freesound/crowd/167735__ultradust__city-ambiance-lunch-hour_L_01_part_16kHz_mono,298524,372252,17,0.7968914733636061,dev/aac/id04509/Bqj2fZ8KVu0/00038_speechRIR,dev/aac/id04509/Bqj2fZ8KVu0/00038_noiseRIR,VOXCELEB2id04509
dev/aac/id01729/3IvHwQwVVTo/00009,fma_small/069/069554,199919,268527,6,0.868117953934235,dev/aac/id01729/3IvHwQwVVTo/00009_speechRIR,dev/aac/id01729/3IvHwQwVVTo/00009_noiseRIR,VOXCELEB2id01729
dev/aac/id00316/dIpE-YSlQws/00104,fma_small/024/024371,409752,482456,19,0.3856119978836157,dev/aac/id00316/dIpE-YSlQws/00104_speechRIR,dev/aac/id00316/dIpE-YSlQws/00104_noiseRIR,VOXCELEB2id00316
dev/aac/id00827/693267KTiL8/00004,fma_small/051/051263,202715,285659,5,0.832982352757411,dev/aac/id00827/693267KTiL8/00004_speechRIR,dev/aac/id00827/693267KTiL8/00004_noiseRIR,VOXCELEB2id00827
dev/aac/id07955/SpVGTix-cnQ/00180,BUT/motor/toy_motor_01_R_01_part_16kHz_mono,198400,297600,10,0.6077136960669568,dev/aac/id07955/SpVGTix-cnQ/00180_speechRIR,dev/aac/id07955/SpVGTix-cnQ/00180_noiseRIR,VOXCELEB2id07955
dev/aac/id03088/ZikNJg38bH4/00304,freesound/workshop/46352__arnaud-coutancier__cabinet-maker-workshop-atelier-ebeniste_R_01_part_16kHz_mono,1808119,1878775,5,0.5336833494538143,dev/aac/id03088/ZikNJg38bH4/00304_speechRIR,dev/aac/id03088/ZikNJg38bH4/00304_noiseRIR,VOXCELEB2id03088
dev/aac/id03773/pm2XN6PfKXQ/00062,musan/noise/free-sound/noise-free-sound-0141,1608927,1673439,19,0.44693141874329156,dev/aac/id03773/pm2XN6PfKXQ/00062_speechRIR,dev/aac/id03773/pm2XN6PfKXQ/00062_noiseRIR,VOXCELEB2id03773
dev/aac/id07955/aK0tN2oK_e8/00210,fma_small/047/047660,396800,496000,7,0.6297665324826729,dev/aac/id07955/aK0tN2oK_e8/00210_speechRIR,dev/aac/id07955/aK0tN2oK_e8/00210_noiseRIR,VOXCELEB2id07955
dev/aac/id01894/QcdkFyLtcAI/00057,BUT/home/WashingMachine01_R_03_part_16kHz_mono,1289600,1388800,4,0.4181459769037137,dev/aac/id01894/QcdkFyLtcAI/00057_speechRIR,dev/aac/id01894/QcdkFyLtcAI/00057_noiseRIR,VOXCELEB2id01894
dev/aac/id06409/NZMX9Th-73Y/00018,fma_small/139/139776,198507,278379,14,0.3472508890125017,dev/aac/id06409/NZMX9Th-73Y/00018_speechRIR,dev/aac/id06409/NZMX9Th-73Y/00018_noiseRIR,VOXCELEB2id06409
dev/aac/id06118/IsnX0S_9ZJM/00033,freesound/office/179301__perplessio__stock-market-office-noise_L_01_part_16kHz_mono,198400,297600,7,0.8253541186321631,dev/aac/id06118/IsnX0S_9ZJM/00033_speechRIR,dev/aac/id06118/IsnX0S_9ZJM/00033_noiseRIR,VOXCELEB2id06118
dev/aac/id02267/_FhOnH6FiF0/00229,freesound/restaurant/67191__benboncan__supermarket-cafe_R_03_part_16kHz_mono,3195716,3259204,17,0.5127919487973152,dev/aac/id02267/_FhOnH6FiF0/00229_speechRIR,dev/aac/id02267/_FhOnH6FiF0/00229_noiseRIR,VOXCELEB2id02267
dev/aac/id05615/NbA56Tnp710/00162,fma_small/051/051276,198400,297600,3,0.3417224469344731,dev/aac/id05615/NbA56Tnp710/00162_speechRIR,dev/aac/id05615/NbA56Tnp710/00162_noiseRIR,VOXCELEB2id05615
dev/aac/id06118/XwjnjlOqJWA/00053,fma_small/111/111934,110413,174925,16,0.8542222592927777,dev/aac/id06118/XwjnjlOqJWA/00053_speechRIR,dev/aac/id06118/XwjnjlOqJWA/00053_noiseRIR,VOXCELEB2id06118
dev/aac/id01045/0oMCIdw8XoU/00004,freesound/crowd/128921__a-row__kronprinsen-ljudlandskap_L_01_part_16kHz_mono,1322756,1388292,19,0.7531908958910272,dev/aac/id01045/0oMCIdw8XoU/00004_speechRIR,dev/aac/id01045/0oMCIdw8XoU/00004_noiseRIR,VOXCELEB2id01045
dev/aac/id01894/iejrtKk2zlc/00122,fma_small/149/149422,109790,178398,8,0.8895864337629213,dev/aac/id01894/iejrtKk2zlc/00122_speechRIR,dev/aac/id01894/iejrtKk2zlc/00122_noiseRIR,VOXCELEB2id01894
dev/aac/id03817/TQ-7RbP9aEA/00034,fma_small/122/122645,402666,466154,16,0.4095029129848895,dev/aac/id03817/TQ-7RbP9aEA/00034_speechRIR,dev/aac/id03817/TQ-7RbP9aEA/00034_noiseRIR,VOXCELEB2id03817
dev/aac/id07955/8yn1xD5_E-w/00088,fma_small/126/126189,297600,396800,8,0.45034469723790205,dev/aac/id07955/8yn1xD5_E-w/00088_speechRIR,dev/aac/id07955/8yn1xD5_E-w/00088_noiseRIR,VOXCELEB2id07955
dev/aac/id08569/32OkZFIHGag/00005,fma_small/136/136276,99200,198400,3,0.6526802755559706,dev/aac/id08569/32OkZFIHGag/00005_speechRIR,dev/aac/id08569/32OkZFIHGag/00005_noiseRIR,VOXCELEB2id08569
dev/aac/id03060/85QzX3OE7nw/00083,fma_small/141/141287,123051,196779,18,0.5756590826321883,dev/aac/id03060/85QzX3OE7nw/00083_speechRIR,dev/aac/id03060/85QzX3OE7nw/00083_noiseRIR,VOXCELEB2id03060
dev/aac/id08569/qU7N-g_3TDo/00444,fma_small/087/087645,401263,468847,5,0.30374672845845885,dev/aac/id08569/qU7N-g_3TDo/00444_speechRIR,dev/aac/id08569/qU7N-g_3TDo/00444_noiseRIR,VOXCELEB2id08569
dev/aac/id08137/CNL8jK0MqF4/00039,fma_small/106/106456,0,99200,13,0.6849171640903593,dev/aac/id08137/CNL8jK0MqF4/00039_speechRIR,dev/aac/id08137/CNL8jK0MqF4/00039_noiseRIR,VOXCELEB2id08137
dev/aac/id00316/T7kodlAL0c0/00068,freesound/workshop/62282__robinhood76__00517-alchemist-laboratory-arrangement_R_01_part_16kHz_mono,2690311,2773255,12,0.492033414708404,dev/aac/id00316/T7kodlAL0c0/00068_speechRIR,dev/aac/id00316/T7kodlAL0c0/00068_noiseRIR,VOXCELEB2id00316
dev/aac/id06385/EBQrxcaD_Cc/00051,fma_small/004/004846,198400,297600,13,0.8506656313246603,dev/aac/id06385/EBQrxcaD_Cc/00051_speechRIR,dev/aac/id06385/EBQrxcaD_Cc/00051_noiseRIR,VOXCELEB2id06385
dev/aac/id01729/3IvHwQwVVTo/00052,fma_small/094/094348,198400,297600,8,0.6166250562976076,dev/aac/id01729/3IvHwQwVVTo/00052_speechRIR,dev/aac/id01729/3IvHwQwVVTo/00052_noiseRIR,VOXCELEB2id01729
dev/aac/id08569/_qguQK_EjZE/00299,fma_small/123/123504,398633,468265,11,0.34854756166843637,dev/aac/id08569/_qguQK_EjZE/00299_speechRIR,dev/aac/id08569/_qguQK_EjZE/00299_noiseRIR,VOXCELEB2id08569
dev/aac/id03817/ZK3Hro-_PLQ/00084,fma_small/074/074376,301948,384892,6,0.6048078474430366,dev/aac/id03817/ZK3Hro-_PLQ/00084_speechRIR,dev/aac/id03817/ZK3Hro-_PLQ/00084_noiseRIR,VOXCELEB2id03817
dev/aac/id02267/Y8zU5-ItTxs/00182,BUT/motor/fan_motor_18_L_01_part_16kHz_mono,0,99200,19,0.678300792229178,dev/aac/id02267/Y8zU5-ItTxs/00182_speechRIR,dev/aac/id02267/Y8zU5-ItTxs/00182_noiseRIR,VOXCELEB2id02267
dev/aac/id08137/kVRGcUlYEGc/00406,fma_small/032/032327,198400,297600,16,0.8241712234668996,dev/aac/id08137/kVRGcUlYEGc/00406_speechRIR,dev/aac/id08137/kVRGcUlYEGc/00406_noiseRIR,VOXCELEB2id08137
dev/aac/id03088/53UWdzhQWj8/00061,fma_small/048/048015,0,99200,3,0.46023742177352617,dev/aac/id03088/53UWdzhQWj8/00061_speechRIR,dev/aac/id03088/53UWdzhQWj8/00061_noiseRIR,VOXCELEB2id03088
dev/aac/id04509/_RwIXaMW9GM/00222,fma_small/010/010386,396909,466541,14,0.6439307758421007,dev/aac/id04509/_RwIXaMW9GM/00222_speechRIR,dev/aac/id04509/_RwIXaMW9GM/00222_noiseRIR,VOXCELEB2id04509
dev/aac/id02267/h6hBHD9qM5Y/00273,fma_small/060/060873,396800,496000,7,0.42888170364288697,dev/aac/id02267/h6hBHD9qM5Y/00273_speechRIR,dev/aac/id02267/h6hBHD9qM5Y/00273_noiseRIR,VOXCELEB2id02267
dev/aac/id03817/TQ-7RbP9aEA/00040,fma_small/133/133440,0,99200,13,0.6847330702832908,dev/aac/id03817/TQ-7RbP9aEA/00040_speechRIR,dev/aac/id03817/TQ-7RbP9aEA/00040_noiseRIR,VOXCELEB2id03817
dev/aac/id04899/TFNm5w0m0nc/00029,musan/noise/free-sound/noise-free-sound-0397,510505,587305,10,0.38619439509122394,dev/aac/id04899/TFNm5w0m0nc/00029_speechRIR,dev/aac/id04899/TFNm5w0m0nc/00029_noiseRIR,VOXCELEB2id04899
dev/aac/id00770/8WaOShKuZic/00057,fma_small/098/098025,25907,96563,8,0.39299027678597803,dev/aac/id00770/8WaOShKuZic/00057_speechRIR,dev/aac/id00770/8WaOShKuZic/00057_noiseRIR,VOXCELEB2id00770
dev/aac/id01025/9gyZOHs0qTs/00039,musan/noise/free-sound/noise-free-sound-0813,313367,380951,13,0.771185072195303,dev/aac/id01025/9gyZOHs0qTs/00039_speechRIR,dev/aac/id01025/9gyZOHs0qTs/00039_noiseRIR,VOXCELEB2id01025
dev/aac/id00316/dIpE-YSlQws/00091,fma_small/055/055113,396800,496000,4,0.5448004489345504,dev/aac/id00316/dIpE-YSlQws/00091_speechRIR,dev/aac/id00316/dIpE-YSlQws/00091_noiseRIR,VOXCELEB2id00316
dev/aac/id00316/dIpE-YSlQws/00120,fma_small/036/036257,211219,282899,17,0.8411551617069875,dev/aac/id00316/dIpE-YSlQws/00120_speechRIR,dev/aac/id00316/dIpE-YSlQws/00120_noiseRIR,VOXCELEB2id00316
dev/aac/id06105/QnklyNsZvak/00046,fma_small/124/124752,217830,296678,7,0.5130296896266514,dev/aac/id06105/QnklyNsZvak/00046_speechRIR,dev/aac/id06105/QnklyNsZvak/00046_noiseRIR,VOXCELEB2id06105
dev/aac/id04899/D6OKJ9KIeVA/00010,freesound/crowd/4173__schluppipuppie__street01_L_01_part_16kHz_mono,100440,183384,8,0.6313476776898241,dev/aac/id04899/D6OKJ9KIeVA/00010_speechRIR,dev/aac/id04899/D6OKJ9KIeVA/00010_noiseRIR,VOXCELEB2id04899
dev/aac/id03884/nzmAav8yCkI/00049,fma_small/051/051113,0,99200,16,0.8597604928411047,dev/aac/id03884/nzmAav8yCkI/00049_speechRIR,dev/aac/id03884/nzmAav8yCkI/00049_noiseRIR,VOXCELEB2id03884
dev/aac/id06385/JnK54k8tN08/00093,fma_small/122/122620,4628,71188,11,0.8339491655864466,dev/aac/id06385/JnK54k8tN08/00093_speechRIR,dev/aac/id06385/JnK54k8tN08/00093_noiseRIR,VOXCELEB2id06385
dev/aac/id04151/e6x7lpLH9NY/00325,fma_small/004/004037,99200,198400,3,0.6844789260690441,dev/aac/id04151/e6x7lpLH9NY/00325_speechRIR,dev/aac/id04151/e6x7lpLH9NY/00325_noiseRIR,VOXCELEB2id04151
dev/aac/id03405/EpS0X5xd7uY/00062,fma_small/006/006778,215207,296103,6,0.41946735785585704,dev/aac/id03405/EpS0X5xd7uY/00062_speechRIR,dev/aac/id03405/EpS0X5xd7uY/00062_noiseRIR,VOXCELEB2id03405
dev/aac/id03088/7ouzpHDYP2M/00089,musan/noise/free-sound/noise-free-sound-0842,1785600,1884800,7,0.5581227435103475,dev/aac/id03088/7ouzpHDYP2M/00089_speechRIR,dev/aac/id03088/7ouzpHDYP2M/00089_noiseRIR,VOXCELEB2id03088
dev/aac/id06105/QnklyNsZvak/00053,fma_small/086/086077,106370,179074,4,0.7971072695083385,dev/aac/id06105/QnklyNsZvak/00053_speechRIR,dev/aac/id06105/QnklyNsZvak/00053_noiseRIR,VOXCELEB2id06105
dev/aac/id01729/3IvHwQwVVTo/00028,fma_small/011/011770,99200,198400,9,0.7183590682162518,dev/aac/id01729/3IvHwQwVVTo/00028_speechRIR,dev/aac/id01729/3IvHwQwVVTo/00028_noiseRIR,VOXCELEB2id01729
dev/aac/id03815/FIiuZZMhUCs/00045,fma_small/143/143058,3591,95751,14,0.6221962196329058,dev/aac/id03815/FIiuZZMhUCs/00045_speechRIR,dev/aac/id03815/FIiuZZMhUCs/00045_noiseRIR,VOXCELEB2id03815
dev/aac/id06829/aygmfP76s_E/00160,fma_small/093/093522,406255,479983,10,0.5626247644661073,dev/aac/id06829/aygmfP76s_E/00160_speechRIR,dev/aac/id06829/aygmfP76s_E/00160_noiseRIR,VOXCELEB2id06829
dev/aac/id01729/DQiRej1ReUQ/00068,fma_small/104/104064,198400,297600,12,0.6673963363577164,dev/aac/id01729/DQiRej1ReUQ/00068_speechRIR,dev/aac/id01729/DQiRej1ReUQ/00068_noiseRIR,VOXCELEB2id01729
dev/aac/id01369/_1Bt5cANQ5o/00088,fma_small/134/134580,0,99200,14,0.637581119657218,dev/aac/id01369/_1Bt5cANQ5o/00088_speechRIR,dev/aac/id01369/_1Bt5cANQ5o/00088_noiseRIR,VOXCELEB2id01369
dev/aac/id03088/tDrjU3-bzik/00417,freesound/restaurant/67191__benboncan__supermarket-cafe_L_02_part_16kHz_mono,1190400,1289600,12,0.6300443853034627,dev/aac/id03088/tDrjU3-bzik/00417_speechRIR,dev/aac/id03088/tDrjU3-bzik/00417_noiseRIR,VOXCELEB2id03088
dev/aac/id00770/8WaOShKuZic/00061,fma_small/071/071709,105264,189232,10,0.7712878367073999,dev/aac/id00770/8WaOShKuZic/00061_speechRIR,dev/aac/id00770/8WaOShKuZic/00061_noiseRIR,VOXCELEB2id00770
dev/aac/id02267/uXBwiTFPnao/00371,fma_small/038/038435,199189,294421,3,0.6839590847396408,dev/aac/id02267/uXBwiTFPnao/00371_speechRIR,dev/aac/id02267/uXBwiTFPnao/00371_noiseRIR,VOXCELEB2id02267
dev/aac/id04509/gpkefPXlibU/00272,fma_small/141/141618,198400,297600,11,0.6544497048355197,dev/aac/id04509/gpkefPXlibU/00272_speechRIR,dev/aac/id04509/gpkefPXlibU/00272_noiseRIR,VOXCELEB2id04509
dev/aac/id00172/OXqvP8gTVv8/00050,fma_small/128/128619,212063,287839,11,0.4043598264098546,dev/aac/id00172/OXqvP8gTVv8/00050_speechRIR,dev/aac/id00172/OXqvP8gTVv8/00050_noiseRIR,VOXCELEB2id00172
dev/aac/id04509/ElmB0fy0JFI/00079,fma_small/053/053589,126234,196890,14,0.532896694811006,dev/aac/id04509/ElmB0fy0JFI/00079_speechRIR,dev/aac/id04509/ElmB0fy0JFI/00079_noiseRIR,VOXCELEB2id04509
dev/aac/id04151/A0esXfVAKH8/00066,fma_small/153/153955,408473,478105,8,0.7729398825167015,dev/aac/id04151/A0esXfVAKH8/00066_speechRIR,dev/aac/id04151/A0esXfVAKH8/00066_noiseRIR,VOXCELEB2id04151
dev/aac/id03405/67LJfW4hMGc/00026,fma_small/146/146152,0,99200,18,0.630593578737989,dev/aac/id03405/67LJfW4hMGc/00026_speechRIR,dev/aac/id03405/67LJfW4hMGc/00026_noiseRIR,VOXCELEB2id03405
dev/aac/id01682/O79ynNNnjX4/00037,fma_small/109/109537,0,99200,11,0.4019468631037646,dev/aac/id01682/O79ynNNnjX4/00037_speechRIR,dev/aac/id01682/O79ynNNnjX4/00037_noiseRIR,VOXCELEB2id01682
dev/aac/id03088/7ouzpHDYP2M/00093,freesound/restaurant/141189__beedy__shopping-center_L_01_part_16kHz_mono,1190400,1289600,17,0.8366862466522926,dev/aac/id03088/7ouzpHDYP2M/00093_speechRIR,dev/aac/id03088/7ouzpHDYP2M/00093_noiseRIR,VOXCELEB2id03088
dev/aac/id04899/teGcnhxt3hQ/00091,fma_small/071/071304,0,99200,16,0.544827575605175,dev/aac/id04899/teGcnhxt3hQ/00091_speechRIR,dev/aac/id04899/teGcnhxt3hQ/00091_noiseRIR,VOXCELEB2id04899
dev/aac/id03088/tDrjU3-bzik/00420,fma_small/057/057639,413926,492774,6,0.6223285654113015,dev/aac/id03088/tDrjU3-bzik/00420_speechRIR,dev/aac/id03088/tDrjU3-bzik/00420_noiseRIR,VOXCELEB2id03088
dev/aac/id02267/uXBwiTFPnao/00381,fma_small/131/131904,99200,198400,7,0.4781625247247979,dev/aac/id02267/uXBwiTFPnao/00381_speechRIR,dev/aac/id02267/uXBwiTFPnao/00381_noiseRIR,VOXCELEB2id02267
dev/aac/id03088/M87OwEcg-Mo/00175,fma_small/118/118223,300648,390760,14,0.7604175551692967,dev/aac/id03088/M87OwEcg-Mo/00175_speechRIR,dev/aac/id03088/M87OwEcg-Mo/00175_noiseRIR,VOXCELEB2id03088
dev/aac/id06794/KfuvXw6l_BI/00056,musan/noise/free-sound/noise-free-sound-0224,99480,197784,14,0.8723018756470455,dev/aac/id06794/KfuvXw6l_BI/00056_speechRIR,dev/aac/id06794/KfuvXw6l_BI/00056_noiseRIR,VOXCELEB2id06794
dev/aac/id07955/A_ZRtoR32NU/00108,fma_small/011/011868,396800,496000,11,0.5168690572656931,dev/aac/id07955/A_ZRtoR32NU/00108_speechRIR,dev/aac/id07955/A_ZRtoR32NU/00108_noiseRIR,VOXCELEB2id07955
dev/aac/id05615/LZKwZ45Rhc4/00109,fma_small/135/135370,215046,289798,8,0.7969622518283428,dev/aac/id05615/LZKwZ45Rhc4/00109_speechRIR,dev/aac/id05615/LZKwZ45Rhc4/00109_noiseRIR,VOXCELEB2id05615
dev/aac/id06385/DefVyo4WVX0/00046,freesound/workshop/143906__ruicustodio__toolbox-automobile-workshop_R_01_part_16kHz_mono,99200,198400,19,0.49068796151852484,dev/aac/id06385/DefVyo4WVX0/00046_speechRIR,dev/aac/id06385/DefVyo4WVX0/00046_noiseRIR,VOXCELEB2id06385
dev/aac/id07098/EukkIjUEUbA/00103,fma_small/112/112526,0,99200,16,0.49893668323996454,dev/aac/id07098/EukkIjUEUbA/00103_speechRIR,dev/aac/id07098/EukkIjUEUbA/00103_noiseRIR,VOXCELEB2id07098
dev/aac/id00827/693267KTiL8/00009,freesound/nature/52741__eric5335__town-amb-summer-day_R_01_part_16kHz_mono,1291023,1379087,16,0.6119793257758344,dev/aac/id00827/693267KTiL8/00009_speechRIR,dev/aac/id00827/693267KTiL8/00009_noiseRIR,VOXCELEB2id00827
dev/aac/id07955/hy5Glrtw1jw/00280,fma_small/135/135342,399384,493592,10,0.7062217166924447,dev/aac/id07955/hy5Glrtw1jw/00280_speechRIR,dev/aac/id07955/hy5Glrtw1jw/00280_noiseRIR,VOXCELEB2id07955
dev/aac/id00172/OloQ71iFp1M/00071,freesound/shop/180325__zabuhailo__walk-thru-shop_R_01_part_16kHz_mono,1488000,1587200,9,0.697982042005116,dev/aac/id00172/OloQ71iFp1M/00071_speechRIR,dev/aac/id00172/OloQ71iFp1M/00071_noiseRIR,VOXCELEB2id00172
dev/aac/id07955/rJRHQ02cliw/00336,BUT/fan/ceiling_fan_closemic_03_R_01_part_16kHz_mono,198400,297600,13,0.717035908605788,dev/aac/id07955/rJRHQ02cliw/00336_speechRIR,dev/aac/id07955/rJRHQ02cliw/00336_noiseRIR,VOXCELEB2id07955
dev/aac/id03405/6Fa26OFKPE4/00029,fma_small/089/089484,4933,72517,13,0.3551031889940286,dev/aac/id03405/6Fa26OFKPE4/00029_speechRIR,dev/aac/id03405/6Fa26OFKPE4/00029_noiseRIR,VOXCELEB2id03405
dev/aac/id02499/5i7rk2SYtiA/00024,fma_small/035/035539,298864,386928,13,0.48752068522219116,dev/aac/id02499/5i7rk2SYtiA/00024_speechRIR,dev/aac/id02499/5i7rk2SYtiA/00024_noiseRIR,VOXCELEB2id02499
dev/aac/id04379/3dNtXmb9A68/00019,freesound/crowd/167735__ultradust__city-ambiance-lunch-hour_L_01_part_16kHz_mono,1490765,1555277,14,0.6419320620989767,dev/aac/id04379/3dNtXmb9A68/00019_speechRIR,dev/aac/id04379/3dNtXmb9A68/00019_noiseRIR,VOXCELEB2id04379
dev/aac/id02267/Y8zU5-ItTxs/00191,fma_small/033/033068,312532,393428,9,0.576618247480233,dev/aac/id02267/Y8zU5-ItTxs/00191_speechRIR,dev/aac/id02267/Y8zU5-ItTxs/00191_noiseRIR,VOXCELEB2id02267
dev/aac/id01894/QcdkFyLtcAI/00056,fma_small/113/113934,0,99200,14,0.6761586812163054,dev/aac/id01894/QcdkFyLtcAI/00056_speechRIR,dev/aac/id01894/QcdkFyLtcAI/00056_noiseRIR,VOXCELEB2id01894
dev/aac/id00701/d0kBe_V_Gnw/00085,fma_small/131/131422,0,99200,13,0.6986268390814108,dev/aac/id00701/d0kBe_V_Gnw/00085_speechRIR,dev/aac/id00701/d0kBe_V_Gnw/00085_noiseRIR,VOXCELEB2id00701
dev/aac/id04379/AJQY417qK_o/00039,fma_small/062/062445,3067,91131,12,0.3643029470571857,dev/aac/id04379/AJQY417qK_o/00039_speechRIR,dev/aac/id04379/AJQY417qK_o/00039_noiseRIR,VOXCELEB2id04379
dev/aac/id01682/TehTj75ifeU/00066,fma_small/045/045392,198974,297278,10,0.6550503734408288,dev/aac/id01682/TehTj75ifeU/00066_speechRIR,dev/aac/id01682/TehTj75ifeU/00066_noiseRIR,VOXCELEB2id01682
dev/aac/id05584/fShIFLdp_qg/00233,fma_small/052/052508,0,99200,19,0.35126588440805384,dev/aac/id05584/fShIFLdp_qg/00233_speechRIR,dev/aac/id05584/fShIFLdp_qg/00233_noiseRIR,VOXCELEB2id05584
dev/aac/id06829/aygmfP76s_E/00163,fma_small/042/042914,199993,275769,4,0.666133495921412,dev/aac/id06829/aygmfP76s_E/00163_speechRIR,dev/aac/id06829/aygmfP76s_E/00163_noiseRIR,VOXCELEB2id06829
dev/aac/id04904/tNuPQDp5ypk/00051,freesound/shop/180325__zabuhailo__walk-thru-shop_L_01_part_16kHz_mono,1888112,1951600,17,0.4236111099430759,dev/aac/id04904/tNuPQDp5ypk/00051_speechRIR,dev/aac/id04904/tNuPQDp5ypk/00051_noiseRIR,VOXCELEB2id04904
dev/aac/id03088/tDrjU3-bzik/00424,fma_small/121/121312,420657,488241,6,0.4096063692052101,dev/aac/id03088/tDrjU3-bzik/00424_speechRIR,dev/aac/id03088/tDrjU3-bzik/00424_noiseRIR,VOXCELEB2id03088
dev/aac/id05615/LZKwZ45Rhc4/00119,fma_small/130/130950,202225,296433,17,0.8006414815191383,dev/aac/id05615/LZKwZ45Rhc4/00119_speechRIR,dev/aac/id05615/LZKwZ45Rhc4/00119_noiseRIR,VOXCELEB2id05615
dev/aac/id08518/vcRXl2NMP9w/00359,fma_small/123/123934,404525,482349,18,0.6633861234920273,dev/aac/id08518/vcRXl2NMP9w/00359_speechRIR,dev/aac/id08518/vcRXl2NMP9w/00359_noiseRIR,VOXCELEB2id08518
dev/aac/id04151/A0esXfVAKH8/00070,fma_small/125/125621,297600,396800,9,0.43143333335653045,dev/aac/id04151/A0esXfVAKH8/00070_speechRIR,dev/aac/id04151/A0esXfVAKH8/00070_noiseRIR,VOXCELEB2id04151
dev/aac/id00172/OXqvP8gTVv8/00064,fma_small/054/054297,198400,297600,6,0.40930978489515374,dev/aac/id00172/OXqvP8gTVv8/00064_speechRIR,dev/aac/id00172/OXqvP8gTVv8/00064_noiseRIR,VOXCELEB2id00172
